codigo_estacion;nombre;latitud;longitud;comuna;provincia;region;pais
07376002;El Durazno;-35.4925;-71.3183;San Clemente;Talca;Maule;Chile
07378002;Talca U.C.;-35.4358;-71.6197;Talca;Talca;Maule;Chile
07378003;Colorado;-35.6381;-71.2606;San Clemente;Talca Province;Maule;Chile
07379002;Rio Claro En Rauquen;-35.4525;-71.7333;Maule;Talca;Maule;Chile
07381003;Pencahue;-35.3725;-71.8325;Pencahue;Talca;Maule;Chile
07383001;Rio Maule En Forel;-35.4069;-72.2083;Constitucion;Talca Province;Maule;Chile
07384002;Constitucion;-35.3242;-72.4089;Constitución;Talca;Maule;Chile
08104001;Rio Sauces Antes Junta Con ÑUble;-36.6653;-71.2739;San Fabián;Provincia de Punilla;Ñuble;Chile
08105004;Caracol;-36.6511;-71.395;San Fabián;Provincia de Punilla;Ñuble;Chile
08105005;Caman;-36.6731;-71.2989;San Fabián;Provincia de Punilla;Ñuble;Chile
08106002;Rio Uble En San Fabian N 2;-36.5856;-71.5256;San Fabián;Provincia de Punilla;Ñuble;Chile
08106003;San Fabian;-36.5836;-71.5247;San Fabián;Provincia de Punilla;Región del Bío Bío;Chile
08113001;Coihueco Embalse;-36.6408;-71.7989;Coihueco;Punilla Province;Ñuble;Chile
08117002;Chillan Viejo;-36.6319;-72.1267;Chillán Viejo;Provincia de Diguillín;Bío Bío;Chile
08117006;Rio Chillan En Esperanza N 2;-36.8;-71.6608;Pinto;Provincia de Diguillín;Ñuble;Chile
08117009;Canal De La Luz En Chillan;-36.5967;-72.1003;Chillán;Provincia de Diguillín;Región del Bío Bío;Chile
08118003;Millauquen;-36.3183;-72.04;San Carlos;Punilla Province;Ñuble;Chile
08118004;San Agustin De Puual;-36.4214;-72.3944;Ninhue;Provincia de Itata;Ñuble;Chile
08119002;Rio ÑUble En Confluencia;-36.6333;-72.45;Portezuelo;Provincia de Itata;Ñuble;Chile
08122002;Trupan;-37.2806;-71.8228;Tucapel;Biobio;Bío Bío;Chile
08122003;Tucapel;-37.2936;-71.9519;Tucapel;Biobio;Bío Bío;Chile
08123004;Cholguan;-37.1528;-72.0669;Yungay;Provincia de Diguillín;Ñuble;Chile
08124004;Las Cruces;-37.1114;-71.765;El Carmen;Diguillín Province;Ñuble;Chile
08124005;Mayulermo;-36.8189;-71.8944;Pinto;Provincia de Diguillín;Ñuble;Chile
08130002;Rio Diguillin En San Lorenzo (Atacalco);-36.9244;-71.5756;Pinto;Diguillín Province;Ñuble;Chile
08130003;Fundo Atacalco;-36.9175;-71.5814;Pinto;Diguillín Province;Ñuble;Chile
08130004;Las Trancas;-36.9108;-71.4792;Pinto;Diguillín Province;Ñuble;Chile
08130006;Diguillin;-36.8686;-71.6425;Pinto;Provincia de Diguillín;Ñuble;Chile
08132002;Pemuco;-36.9764;-72.1008;Pemuco;Diguillín Province;Ñuble;Chile
08133003;Chillancito;-36.7622;-72.4239;Quillón;Diguillín Province;Ñuble;Chile
08135003;Nueva Aldea;-36.6544;-72.4561;Chillán;Provincia de Diguillín;Ñuble;Chile
08135004;Cancha Los Litres;-36.7078;-72.5794;Quillón;Diguillín Province;Ñuble;Chile
08140001;Rafael;-36.6364;-72.8489;Tomé;Concepcion;Bío Bío;Chile
08140005;Portezuelo;-36.5275;-72.4283;Portezuelo;Provincia de Itata;Región del Bío Bío;Chile
08141001;Rio Itata En Coelemu;-36.4669;-72.6911;Treguaco;Provincia de Itata;Ñuble;Chile
08141002;Coelemu;-36.475;-72.6883;Treguaco;Provincia de Itata;Ñuble;Chile
08142001;Mangarral;-36.2353;-72.3428;Cauquenes;Cauquenes;Maule;Chile
08210002;Dichato;-36.5456;-72.9311;Tomé;Concepcion;Bío Bío;Chile
08210003;Estero Bellavista En Tom;-36.6394;-72.9503;Tomé;Concepcion;Bío Bío;Chile
08220005;Las Pataguas;-36.7925;-72.8922;Penco;Concepcion;Bío Bío;Chile
08220006;Andalien;-36.8131;-72.9392;Concepción;Concepcion;Bío Bío;Chile
08220008;Estero Nonguen Frente U. Del Bio Bio;-36.8203;-73.0164;Concepción;Concepcion;Bío Bío;Chile
08301001;Liucura;-38.6517;-71.0919;Lonquimay;Malleco;Araucanía;Chile
08304004;Lonquimay;-38.4536;-71.3742;Lonquimay;Malleco Province;Araucania;Chile
08307002;Rio Bio-Bio En Llanquen;-38.2008;-71.2989;Lonquimay;Malleco;Araucanía;Chile
08312002;Embalse Ralco;-38.0583;-71.4344;Alto Bío Bío;Biobio;Bío Bío;Chile
08313002;Embalse Pangue;-37.9183;-71.5961;Alto Bío Bío;Biobio;Bío Bío;Chile
08316001;Quillaileo;-37.6511;-71.7136;Santa Bárbara;Biobio;Bío Bío;Chile
08316002;Rio Huequecura Aguas Arriba De Embalse Angostura;-37.7047;-71.7683;Quilaco;Biobio;Bío Bío;Chile
08317001;Rio Biobio En Rucalhue;-37.7106;-71.9017;Quilaco;Biobio;Bío Bío;Chile
08317003;Cerro El Padre;-37.7797;-71.8664;Quilaco;Biobio;Bío Bío;Chile
08317004;Rio Biobio En La Culebra;-37.7964;-71.6989;Santa Bárbara;Biobio;Bío Bío;Chile
08317005;Rio Biobio En Puente Piulo;-37.7092;-71.8236;Santa Bárbara;Biobio;Bío Bío;Chile
08318002;Quilaco;-37.685;-72.0058;Quilaco;Biobio;Bío Bío;Chile
08319001;Rio Biobio En Longitudinal;-37.6019;-72.2783;Mulchén;Biobio;Bío Bío;Chile
08319002;San Carlos De Puren;-37.5953;-72.2769;Los Ángeles;Biobio;Bío Bío;Chile
08320001;San Lorenzo En Bio-Bio;-37.5081;-71.7656;Quilleco;Biobio;Bío Bío;Chile
08323001;Rio Duqueco En Cerrillos;-37.5422;-72.3119;Los Ángeles;Biobio;Bío Bío;Chile
08330002;Pilguen;-37.8306;-72.2197;Mulchén;Biobio;Bío Bío;Chile
08332002;Mulchen;-37.7147;-72.2436;Negrete;Biobio;Bío Bío;Chile
08334001;Rio Biobio En Coihue;-37.5503;-72.5903;Los Ángeles;Biobio;Bío Bío;Chile
08334002;Los Angeles;-37.5022;-72.4083;Los Ángeles;Biobio;Bío Bío;Chile
08343001;Rio Mininco En Longitudinal;-37.8636;-72.3942;Collipulli;Malleco;Araucanía;Chile
08343002;Encimar Malleco;-38.1053;-72.1136;Ercilla;Malleco;Araucanía;Chile
